transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,transaction_type,merchant_category,device_type,operating_system,browser,IP_country,geo_latitude,geo_longitude,distance_from_home,login_duration,transaction_hour,day_of_week,weekend,international,failed_login_attempts,previous_transactions_24h,average_spending_30d,spending_change,merchant_risk,customer_risk,fraud_probability,is_fraud
T00002197,C000716,M00118,2025-06-11 17:28:00,63670.37,INR,UPI,Purchase,Electronics,Mobile,macOS,Safari,USA,43.272961,176.010984,268.71,256,17,Wednesday,No,Yes,0,19,48056.1,-24.57,0.94,Low,0.86,1
T00002198,C000554,M00126,2025-03-29 05:03:00,87433.19,INR,UPI,Purchase,Travel,Desktop,Android,Edge,Germany,-86.793428,154.250703,484.86,438,5,Saturday,Yes,No,2,10,34340.57,37.98,0.07,High,0.35,0
T00002199,C000134,M00194,2026-02-19 21:58:00,2951.79,INR,Debit Card,Refund,Food,POS,macOS,Edge,India,61.079839,90.171234,71.6,204,21,Thursday,No,No,2,25,16238.78,-44.34,0.31,High,0.4,0
T00002200,C000009,M00045,2025-07-29 01:25:00,95381.35,INR,Credit Card,Refund,Travel,Mobile,macOS,Chrome,Canada,-28.962717,-72.832593,228.58,199,1,Tuesday,No,Yes,5,28,14792.89,-10.1,0.55,High,0.02,0
T00002201,C000080,M00054,2025-01-28 02:58:00,50297.68,INR,Debit Card,Transfer,Healthcare,Desktop,Android,Safari,Germany,-45.578982,-75.381352,230.51,381,2,Tuesday,No,No,4,22,36392.61,47.5,0.77,Medium,0.33,0
T00002202,C000994,M00146,2025-11-30 13:58:00,82585.48,INR,UPI,Transfer,Travel,Desktop,iOS,Firefox,India,74.55635,-113.390388,353.44,493,13,Sunday,Yes,No,0,15,41443.54,-33.91,0.79,Medium,0.0,0
T00002203,C000190,M00093,2025-03-02 23:05:00,36250.54,INR,UPI,Refund,Food,POS,Windows,Chrome,India,7.669215,30.698302,285.12,20,23,Sunday,Yes,Yes,0,29,5900.25,-40.75,0.25,High,0.32,0
T00002204,C000105,M00155,2025-01-29 18:04:00,58257.77,INR,Wallet,Transfer,Grocery,POS,Windows,Edge,UK,-89.931816,-103.532395,18.21,5,18,Wednesday,No,No,5,15,41873.81,114.94,0.9,Medium,0.97,1
T00002205,C000049,M00049,2025-05-09 03:52:00,25989.29,INR,Credit Card,Transfer,Electronics,POS,iOS,Chrome,USA,-44.963542,146.438786,335.1,296,3,Friday,No,Yes,4,20,38117.56,94.7,0.29,Low,0.24,0
T00002206,C000746,M00131,2025-08-25 04:54:00,22129.36,INR,UPI,Transfer,Grocery,Mobile,Windows,Safari,USA,1.471459,154.20254,98.46,177,4,Monday,No,Yes,1,22,44269.35,-64.23,0.59,High,0.24,0
T00002207,C000794,M00042,2025-10-07 13:50:00,13670.03,INR,Wallet,Purchase,Grocery,Desktop,macOS,Chrome,India,17.502972,-76.413809,205.32,294,13,Tuesday,No,No,2,12,7322.94,22.95,0.54,Low,0.25,0
T00002208,C000986,M00019,2025-09-18 05:07:00,92567.3,INR,UPI,Refund,Entertainment,Desktop,macOS,Chrome,UK,2.618585,-107.700312,195.97,296,5,Thursday,No,No,0,26,46285.59,47.23,0.53,Low,0.39,0
T00002209,C000559,M00189,2025-12-10 18:10:00,43204.67,INR,Wallet,Refund,Electronics,Mobile,macOS,Safari,India,-80.684438,-108.96349,201.38,315,18,Wednesday,No,Yes,2,24,2169.84,24.3,0.84,Low,0.02,0
T00002210,C000315,M00063,2025-03-01 05:50:00,33098.74,INR,Credit Card,Purchase,Travel,Mobile,iOS,Safari,Canada,23.293743,72.083867,286.5,162,5,Saturday,Yes,Yes,0,22,44502.29,120.86,0.44,High,0.01,0
T00002211,C000796,M00083,2025-09-28 13:01:00,60963.89,INR,Credit Card,Transfer,Food,Mobile,iOS,Chrome,Germany,-11.948811,120.607875,293.78,444,13,Sunday,Yes,Yes,1,17,43560.66,-19.82,0.97,High,0.2,0
T00002212,C000805,M00022,2025-11-10 10:32:00,72134.27,INR,Credit Card,Refund,Healthcare,POS,Android,Chrome,Canada,-15.929226,-58.49491,118.56,40,10,Monday,No,Yes,5,15,26944.28,13.38,0.95,Low,0.11,0
T00002213,C000463,M00006,2025-07-05 17:17:00,23148.14,INR,Wallet,Purchase,Retail,POS,iOS,Firefox,USA,-3.008543,-71.944963,204.94,294,17,Saturday,Yes,No,1,4,33309.57,-0.09,0.64,Medium,0.79,1
T00002214,C000561,M00147,2025-11-29 23:13:00,73745.12,INR,Debit Card,Transfer,Healthcare,Desktop,iOS,Chrome,India,-19.296188,101.974141,282.64,67,23,Saturday,Yes,No,0,18,29556.22,3.15,0.33,Low,0.04,0
T00002215,C000709,M00007,2025-11-30 09:17:00,87339.23,INR,UPI,Purchase,Food,Desktop,Windows,Firefox,Germany,-53.746554,70.037113,365.24,53,9,Sunday,Yes,Yes,3,12,19585.18,132.47,0.18,High,0.12,0
T00002216,C000078,M00089,2025-03-08 18:23:00,27711.39,INR,UPI,Refund,Food,Mobile,Android,Edge,Canada,68.514178,-72.624184,60.95,65,18,Saturday,Yes,Yes,1,9,32146.74,-31.68,0.57,Low,0.4,0
T00002217,C000148,M00024,2026-04-08 11:14:00,43343.62,INR,Credit Card,Purchase,Electronics,POS,macOS,Chrome,USA,-20.338006,62.882653,333.0,539,11,Wednesday,No,No,1,26,42455.93,21.78,0.15,High,0.29,0
T00002218,C000923,M00098,2025-02-13 07:45:00,66966.26,INR,Debit Card,Refund,Food,Mobile,macOS,Edge,Canada,-1.306178,-101.640489,46.19,340,7,Thursday,No,Yes,2,1,27169.51,103.77,0.28,Low,0.1,0
T00002219,C000164,M00025,2025-03-10 03:14:00,69248.9,INR,Debit Card,Transfer,Food,POS,iOS,Chrome,UK,-27.045602,136.926823,234.09,332,3,Monday,No,No,1,6,9293.79,-44.62,0.59,Medium,0.05,0
T00002220,C000145,M00179,2026-04-22 07:53:00,27620.36,INR,Debit Card,Transfer,Food,Mobile,iOS,Chrome,Germany,2.599125,54.393613,54.92,30,7,Wednesday,No,No,5,28,1970.19,46.1,0.56,High,0.12,0
T00002221,C000054,M00191,2026-03-11 17:45:00,54064.37,INR,Credit Card,Refund,Healthcare,Desktop,iOS,Edge,USA,-17.66441,-91.96403,49.93,49,17,Wednesday,No,No,1,16,19013.55,-7.01,0.99,Medium,0.29,0
T00002222,C000911,M00152,2026-04-03 15:24:00,28553.59,INR,UPI,Refund,Healthcare,Mobile,Windows,Firefox,India,-10.010692,-47.781345,204.95,505,15,Friday,No,Yes,0,16,24479.23,-57.63,0.33,Low,0.17,0
T00002223,C000037,M00152,2025-01-07 07:31:00,41824.01,INR,Credit Card,Purchase,Healthcare,POS,iOS,Firefox,USA,33.074695,104.411834,381.95,401,7,Tuesday,No,Yes,4,24,6007.18,20.99,0.47,Medium,0.68,1
T00002224,C000544,M00183,2025-07-29 03:58:00,50179.95,INR,Credit Card,Refund,Food,POS,Android,Safari,Germany,-22.665427,-123.639838,378.06,14,3,Tuesday,No,Yes,1,22,34901.49,65.41,0.02,Low,0.08,0
T00002225,C000052,M00027,2025-06-15 17:43:00,75366.95,INR,Debit Card,Refund,Food,Mobile,Windows,Chrome,UK,33.429135,147.57018,474.55,147,17,Sunday,Yes,Yes,1,27,4650.18,147.48,0.08,Low,0.0,0
T00002226,C000718,M00155,2026-02-06 16:40:00,54226.08,INR,UPI,Purchase,Travel,Desktop,Windows,Edge,UK,-18.770668,-146.200015,135.17,64,16,Friday,No,Yes,4,23,5336.16,75.34,0.13,High,0.33,0
T00002227,C000607,M00040,2026-02-06 11:03:00,80722.32,INR,Wallet,Transfer,Electronics,Desktop,macOS,Chrome,Germany,-44.729861,60.591718,166.05,147,11,Friday,No,No,4,29,31129.2,71.97,0.65,High,0.16,0
T00002228,C000124,M00097,2025-11-19 11:13:00,2988.16,INR,Wallet,Refund,Food,Desktop,Android,Firefox,UK,32.240179,-12.775812,374.22,79,11,Wednesday,No,No,1,29,31214.78,-67.97,0.81,Low,0.09,0
T00002229,C000965,M00182,2025-09-02 17:34:00,97429.07,INR,Wallet,Transfer,Healthcare,Desktop,iOS,Chrome,UK,-35.213414,-40.431333,388.8,358,17,Tuesday,No,Yes,4,30,31590.63,12.85,0.84,High,0.25,0
T00002230,C000204,M00082,2025-08-07 19:00:00,884.91,INR,UPI,Purchase,Entertainment,Mobile,iOS,Firefox,UK,73.035974,152.51216,355.83,397,19,Thursday,No,Yes,3,23,39212.89,41.93,0.17,Low,0.08,0
T00002231,C000342,M00178,2025-09-05 09:21:00,57565.26,INR,Debit Card,Purchase,Healthcare,Mobile,macOS,Safari,Germany,-22.547143,-38.086839,485.99,548,9,Friday,No,Yes,2,13,30154.27,-43.79,0.53,High,0.17,0
T00002232,C000450,M00183,2025-10-14 13:44:00,41316.72,INR,Credit Card,Purchase,Food,POS,Android,Chrome,USA,26.464607,16.12703,357.89,38,13,Tuesday,No,Yes,4,18,29312.31,112.68,0.33,High,0.28,0
T00002233,C001000,M00064,2025-01-14 00:34:00,6442.09,INR,Credit Card,Transfer,Electronics,Desktop,iOS,Safari,Canada,-41.205747,-129.311241,9.42,391,0,Tuesday,No,No,1,25,3126.35,34.62,0.84,Medium,0.27,0
T00002234,C000916,M00060,2025-02-05 03:56:00,47512.67,INR,Credit Card,Purchase,Entertainment,POS,macOS,Chrome,Canada,-11.190751,127.654305,121.51,517,3,Wednesday,No,No,2,26,38847.6,93.62,0.59,Medium,0.3,0
T00002235,C000877,M00001,2025-07-14 05:33:00,52231.48,INR,Debit Card,Purchase,Food,Desktop,Android,Edge,Germany,-63.488142,101.433988,414.75,391,5,Monday,No,No,3,13,25706.46,96.62,0.62,High,0.1,0
T00002236,C000840,M00079,2025-11-14 16:49:00,10465.79,INR,Wallet,Transfer,Healthcare,Desktop,Android,Safari,USA,4.825635,-3.610751,341.0,170,16,Friday,No,No,4,16,20072.53,21.19,0.15,Medium,0.21,0
T00002237,C000951,M00032,2025-03-30 15:55:00,62508.87,INR,Wallet,Purchase,Travel,Desktop,iOS,Firefox,Canada,-21.529614,121.800134,403.32,584,15,Sunday,Yes,Yes,2,15,21688.51,95.98,0.33,Medium,0.14,0
T00002238,C000622,M00151,2025-02-18 02:12:00,50561.28,INR,Credit Card,Refund,Grocery,Mobile,Windows,Edge,USA,-71.49837,27.529539,420.87,113,2,Tuesday,No,No,5,7,2812.81,72.87,0.72,Medium,0.36,0
T00002239,C000237,M00172,2025-09-26 09:02:00,50323.61,INR,Credit Card,Refund,Travel,Mobile,Android,Firefox,UK,-58.781636,160.179573,256.69,441,9,Friday,No,No,5,10,33493.2,6.96,0.91,Medium,0.08,0
T00002240,C000672,M00094,2025-03-15 16:36:00,86655.34,INR,Debit Card,Refund,Entertainment,POS,Android,Firefox,UK,3.059013,-141.099968,397.2,582,16,Saturday,Yes,Yes,2,29,23789.63,73.07,0.58,Low,0.31,0
T00002241,C000553,M00092,2025-02-05 08:48:00,63230.89,INR,Credit Card,Transfer,Entertainment,Desktop,Android,Edge,India,83.703536,159.641649,328.05,536,8,Wednesday,No,No,1,24,19133.92,113.19,0.53,Low,0.35,0
T00002242,C000523,M00122,2025-08-23 18:50:00,60224.7,INR,Debit Card,Refund,Entertainment,Mobile,Windows,Firefox,Canada,76.518679,-90.692384,355.18,78,18,Saturday,Yes,Yes,3,0,22401.14,28.24,0.23,High,0.13,0
T00002243,C000090,M00072,2025-05-19 09:28:00,6631.72,INR,Debit Card,Refund,Healthcare,Mobile,macOS,Chrome,Germany,4.926874,154.387379,363.56,490,9,Monday,No,No,3,8,41777.77,68.08,0.5,Medium,0.31,0
T00002244,C000001,M00089,2025-12-29 05:06:00,3311.16,INR,Credit Card,Transfer,Retail,Mobile,Android,Chrome,Canada,27.707762,-29.392827,1.98,413,5,Monday,No,Yes,0,30,6335.79,61.45,0.01,Medium,0.36,0
T00002245,C000768,M00188,2026-01-26 09:08:00,60663.15,INR,Credit Card,Refund,Grocery,Mobile,iOS,Firefox,Germany,-49.789994,-78.954035,200.46,351,9,Monday,No,Yes,5,20,13626.56,-72.34,0.48,High,0.35,0
T00002246,C000868,M00154,2025-08-02 18:13:00,14145.29,INR,Credit Card,Purchase,Retail,Mobile,Windows,Edge,India,-4.966989,-31.157457,131.0,259,18,Saturday,Yes,No,4,6,8024.55,16.63,0.12,High,0.26,0
T00002247,C000706,M00121,2026-01-07 02:58:00,4012.49,INR,UPI,Refund,Entertainment,Desktop,Windows,Safari,India,25.00741,149.429699,211.85,124,2,Wednesday,No,No,5,10,36471.39,38.35,0.68,High,0.33,0
T00002248,C000662,M00021,2026-04-02 02:10:00,42640.15,INR,Debit Card,Refund,Healthcare,Mobile,macOS,Safari,Germany,9.570692,-118.543619,421.69,414,2,Thursday,No,Yes,2,21,6294.74,4.19,0.66,Low,0.11,0
T00002249,C000015,M00004,2026-04-08 07:34:00,28203.69,INR,Credit Card,Purchase,Travel,Mobile,iOS,Firefox,UK,15.458552,-147.376093,318.37,544,7,Wednesday,No,No,5,2,11817.79,95.23,0.52,Low,0.35,0
T00002250,C000093,M00108,2026-03-21 18:00:00,2873.05,INR,Wallet,Purchase,Healthcare,POS,Windows,Safari,USA,-27.449276,-90.133007,375.95,374,18,Saturday,Yes,Yes,3,0,30850.77,-44.28,0.83,Medium,0.18,0
T00002251,C000923,M00083,2025-09-18 07:44:00,65140.55,INR,UPI,Refund,Retail,POS,Android,Safari,Canada,19.151391,55.646971,259.21,123,7,Thursday,No,No,2,27,40622.29,97.81,0.64,High,0.23,0
T00002252,C000241,M00156,2025-11-07 05:48:00,69666.97,INR,Wallet,Refund,Grocery,POS,Windows,Chrome,Canada,73.952759,-97.632035,280.34,348,5,Friday,No,Yes,2,26,29527.72,-61.92,0.03,Medium,0.0,0
T00002253,C000295,M00152,2025-06-13 16:29:00,21920.24,INR,UPI,Refund,Food,POS,macOS,Chrome,Germany,-28.954992,-65.14642,180.7,551,16,Friday,No,Yes,1,7,32546.6,-17.55,0.57,Medium,0.3,0
T00002254,C000580,M00083,2025-01-25 07:58:00,90314.95,INR,Wallet,Refund,Grocery,POS,iOS,Firefox,Germany,5.186117,21.42187,220.42,599,7,Saturday,Yes,No,3,16,43990.92,27.13,0.55,Low,0.39,0
T00002255,C000237,M00028,2025-02-03 01:00:00,30686.73,INR,Debit Card,Transfer,Entertainment,POS,iOS,Edge,Canada,-22.189465,62.647689,132.51,521,1,Monday,No,No,1,7,19538.71,-22.94,0.38,High,0.05,0
T00002256,C000916,M00166,2025-08-30 02:26:00,79641.82,INR,Credit Card,Purchase,Entertainment,POS,Windows,Safari,Germany,-25.011853,78.940776,111.71,549,2,Saturday,Yes,No,4,16,1972.06,-68.86,0.46,Medium,0.2,0
T00002257,C000474,M00020,2025-03-12 04:44:00,97163.61,INR,Wallet,Transfer,Retail,Mobile,Android,Chrome,USA,-89.792702,-161.177906,170.48,141,4,Wednesday,No,No,2,3,23457.92,-40.26,0.39,Low,0.07,0
T00002258,C000564,M00127,2025-07-23 09:08:00,87794.74,INR,Debit Card,Refund,Entertainment,Mobile,Android,Edge,Canada,0.939943,79.157604,349.73,372,9,Wednesday,No,Yes,4,2,15137.23,12.86,0.1,High,0.32,0
T00002259,C000086,M00143,2025-05-02 23:12:00,56984.52,INR,Debit Card,Transfer,Food,Desktop,iOS,Chrome,Germany,31.408445,66.716279,122.66,7,23,Friday,No,No,4,12,21406.43,43.94,0.51,Medium,0.19,0
T00002260,C000625,M00063,2025-07-02 22:28:00,8709.95,INR,Debit Card,Purchase,Grocery,Mobile,Android,Firefox,USA,-39.82563,74.664485,15.41,169,22,Wednesday,No,No,2,6,17125.83,37.3,0.36,High,0.23,0
T00002261,C000515,M00126,2025-06-03 22:59:00,74346.94,INR,UPI,Transfer,Grocery,Desktop,iOS,Chrome,UK,-86.973512,-76.981064,407.74,10,22,Tuesday,No,No,0,17,31716.41,83.48,0.95,Medium,0.31,0
T00002262,C000463,M00060,2025-09-11 07:40:00,37310.17,INR,Debit Card,Transfer,Travel,POS,iOS,Safari,USA,-13.340452,-10.182769,41.82,266,7,Thursday,No,Yes,4,29,27432.27,-48.73,0.71,High,0.34,0
T00002263,C000070,M00056,2026-01-05 09:07:00,42933.67,INR,Credit Card,Purchase,Food,POS,iOS,Edge,USA,77.613186,31.172509,252.44,459,9,Monday,No,No,5,20,14834.34,-58.18,0.86,Low,0.02,0
T00002264,C000676,M00001,2025-04-17 15:32:00,96494.04,INR,Wallet,Transfer,Travel,Desktop,Android,Firefox,Germany,-37.683359,53.482606,63.48,8,15,Thursday,No,No,0,15,24713.7,-26.82,0.65,High,0.26,0
T00002265,C000931,M00064,2026-02-22 00:27:00,8811.9,INR,UPI,Purchase,Retail,POS,macOS,Chrome,UK,-41.602906,-108.172615,37.61,108,0,Sunday,Yes,Yes,3,29,7440.5,98.95,0.27,High,0.29,0
T00002266,C000412,M00181,2026-03-10 23:32:00,49427.27,INR,Wallet,Transfer,Electronics,Desktop,Android,Safari,Germany,-33.59859,-157.320693,133.38,265,23,Tuesday,No,Yes,2,8,25313.46,65.78,0.67,High,0.11,0
T00002267,C000082,M00093,2025-09-23 09:32:00,30639.79,INR,UPI,Refund,Healthcare,Desktop,Android,Safari,Germany,75.089816,128.270494,107.79,180,9,Tuesday,No,No,2,20,8059.76,-45.34,0.5,Low,0.4,0
T00002268,C000003,M00044,2026-04-22 09:20:00,56965.95,INR,UPI,Transfer,Retail,Desktop,macOS,Firefox,Canada,-9.065043,115.321741,464.16,357,9,Wednesday,No,Yes,0,3,26224.56,59.24,0.39,Low,0.06,0
T00002269,C000458,M00111,2025-03-03 23:52:00,97287.78,INR,Credit Card,Purchase,Entertainment,POS,macOS,Firefox,UK,-46.129349,177.106993,329.47,83,23,Monday,No,No,3,19,44851.75,71.3,0.16,Medium,0.35,0
T00002270,C000652,M00061,2026-01-15 00:09:00,55660.35,INR,UPI,Refund,Retail,POS,Windows,Chrome,India,49.857885,135.725641,122.54,263,0,Thursday,No,No,3,14,12184.58,36.44,0.54,Low,0.21,0
T00002271,C000095,M00045,2025-07-09 06:44:00,73083.83,INR,Debit Card,Refund,Healthcare,Desktop,macOS,Chrome,India,-75.584023,-136.119047,182.82,430,6,Wednesday,No,Yes,5,3,48733.07,103.35,0.03,High,0.0,0
T00002272,C000720,M00156,2025-07-14 19:34:00,64680.01,INR,Debit Card,Transfer,Healthcare,Mobile,Android,Edge,UK,-86.526821,106.772921,245.55,400,19,Monday,No,No,2,17,13584.37,-59.98,0.33,Low,0.14,0
T00002273,C000942,M00147,2025-01-20 20:18:00,92926.7,INR,Credit Card,Refund,Healthcare,Mobile,Android,Safari,USA,31.242784,-144.550064,383.73,76,20,Monday,No,Yes,4,27,22540.57,-5.44,0.91,Low,0.13,0
T00002274,C000732,M00027,2025-02-22 23:40:00,99024.06,INR,Debit Card,Refund,Healthcare,Desktop,macOS,Chrome,Germany,-4.092759,-123.645933,56.77,396,23,Saturday,Yes,No,0,28,39757.8,105.66,0.97,Medium,0.29,0
T00002275,C000369,M00069,2026-02-15 12:41:00,45487.99,INR,Wallet,Purchase,Food,POS,Android,Edge,Germany,-62.127497,27.171435,490.03,444,12,Sunday,Yes,Yes,3,23,26981.6,137.16,0.56,Medium,0.38,0
T00002276,C000949,M00032,2025-08-18 22:35:00,75383.31,INR,Credit Card,Purchase,Travel,Mobile,iOS,Firefox,UK,38.783899,-53.114345,350.76,412,22,Monday,No,Yes,5,20,39252.4,2.81,0.14,Medium,0.72,1
T00002277,C000836,M00089,2025-05-07 00:56:00,31057.36,INR,Debit Card,Refund,Electronics,Desktop,macOS,Chrome,India,-32.543691,-24.818097,328.44,506,0,Wednesday,No,No,4,12,28520.73,62.83,0.34,High,0.36,0
T00002278,C000774,M00069,2025-05-17 17:44:00,44758.65,INR,Credit Card,Transfer,Healthcare,Desktop,macOS,Safari,Canada,25.604481,-78.001161,129.44,22,17,Saturday,Yes,Yes,1,22,10199.21,-45.71,0.63,High,0.29,0
T00002279,C000843,M00041,2026-02-17 09:08:00,48860.0,INR,Debit Card,Transfer,Electronics,POS,Android,Safari,Canada,-21.599776,-72.072621,445.31,560,9,Tuesday,No,Yes,3,30,11240.54,81.47,0.02,Low,0.31,0
T00002280,C000624,M00178,2025-11-14 13:20:00,26686.75,INR,UPI,Purchase,Food,Desktop,Android,Safari,Canada,15.644928,-158.782415,193.78,409,13,Friday,No,No,0,27,26508.23,33.7,0.4,Low,0.23,0
T00002281,C000573,M00056,2025-07-15 04:29:00,94380.44,INR,Debit Card,Transfer,Retail,Mobile,iOS,Firefox,USA,-48.370994,-64.060809,279.1,187,4,Tuesday,No,No,3,0,41382.29,84.03,0.4,Medium,0.4,0
T00002282,C000502,M00020,2025-04-25 22:11:00,80035.25,INR,Wallet,Refund,Grocery,POS,Android,Firefox,UK,-46.682362,-33.842206,304.43,556,22,Friday,No,No,5,19,2623.39,10.31,0.81,High,0.07,0
T00002283,C000549,M00043,2025-07-24 15:50:00,15993.35,INR,Debit Card,Purchase,Travel,POS,Android,Safari,Germany,-70.568201,17.226589,491.51,15,15,Thursday,No,Yes,5,6,1894.92,4.65,0.31,Low,0.29,0
T00002284,C000594,M00176,2025-08-23 04:35:00,48520.52,INR,UPI,Transfer,Grocery,POS,macOS,Safari,Canada,42.629295,149.539122,341.64,104,4,Saturday,Yes,Yes,5,19,1399.16,92.4,0.91,Low,0.16,0
T00002285,C000653,M00040,2025-08-26 20:24:00,94049.66,INR,Credit Card,Transfer,Grocery,POS,macOS,Chrome,Germany,36.493557,-128.865881,234.57,300,20,Tuesday,No,No,1,2,48636.66,117.59,0.59,Low,0.1,0
T00002286,C000115,M00105,2025-02-12 16:13:00,9546.13,INR,Debit Card,Purchase,Travel,Mobile,Windows,Firefox,India,-71.436305,15.715022,441.0,422,16,Wednesday,No,No,0,18,21076.64,-43.31,0.43,Low,0.21,0
T00002287,C000922,M00108,2025-01-07 18:21:00,61450.72,INR,Credit Card,Purchase,Grocery,POS,macOS,Edge,Canada,44.130128,153.642143,379.25,449,18,Tuesday,No,No,1,18,1519.77,-64.32,0.46,Medium,0.33,0
T00002288,C000215,M00185,2025-02-18 23:18:00,58664.14,INR,Credit Card,Transfer,Travel,Desktop,macOS,Firefox,USA,45.330749,-57.997923,341.49,184,23,Tuesday,No,Yes,5,27,990.89,84.59,0.49,High,0.22,0
T00002289,C000270,M00148,2025-06-10 14:45:00,67275.3,INR,Wallet,Refund,Food,POS,iOS,Safari,India,66.356354,172.363963,320.38,226,14,Tuesday,No,No,3,14,7781.35,29.0,0.86,Low,0.84,1
T00002290,C000727,M00124,2026-04-15 22:11:00,22330.93,INR,UPI,Transfer,Grocery,Desktop,iOS,Edge,India,2.880339,111.827094,268.84,15,22,Wednesday,No,Yes,5,3,18357.83,128.88,0.46,Medium,0.04,0
T00002291,C000517,M00105,2026-04-28 06:08:00,13260.4,INR,Credit Card,Refund,Food,Desktop,macOS,Edge,Germany,89.339081,-94.083739,267.11,277,6,Tuesday,No,Yes,2,5,12817.91,55.38,0.77,Low,0.32,0
T00002292,C000139,M00147,2026-04-15 16:42:00,63286.6,INR,Credit Card,Refund,Healthcare,Desktop,Windows,Chrome,UK,-77.409146,-85.417246,220.51,168,16,Wednesday,No,Yes,5,9,10852.88,77.36,0.39,Medium,0.02,0
T00002293,C000809,M00169,2025-07-25 16:27:00,29114.56,INR,Wallet,Refund,Entertainment,POS,Android,Edge,USA,-25.53101,-84.140392,252.61,53,16,Friday,No,Yes,2,22,7150.46,102.92,0.41,Low,0.21,0
T00002294,C000038,M00117,2026-03-31 15:28:00,82553.62,INR,UPI,Transfer,Food,Desktop,macOS,Edge,Canada,25.379778,144.128979,443.58,140,15,Tuesday,No,Yes,4,19,48167.57,59.86,0.99,High,0.01,0
T00002295,C000242,M00167,2025-09-02 21:56:00,96866.82,INR,Debit Card,Purchase,Food,POS,macOS,Chrome,USA,-45.953572,-100.654681,18.61,125,21,Tuesday,No,Yes,3,22,42304.1,88.04,0.65,Low,0.36,0
T00002296,C000488,M00137,2025-10-16 17:01:00,72770.39,INR,Credit Card,Transfer,Travel,POS,Android,Firefox,Germany,27.827249,173.544979,481.21,278,17,Thursday,No,Yes,0,10,42697.49,-1.65,0.49,High,0.2,0
T00002297,C000831,M00071,2025-04-30 21:22:00,13180.33,INR,Wallet,Transfer,Electronics,Mobile,macOS,Chrome,Germany,77.66464,-157.176324,219.57,356,21,Wednesday,No,No,2,17,48632.48,109.74,0.75,Low,0.39,0
T00002298,C000955,M00137,2025-07-11 23:37:00,57439.7,INR,Debit Card,Refund,Retail,Desktop,Windows,Chrome,Canada,2.332562,170.613332,344.83,18,23,Friday,No,Yes,1,11,5832.88,41.41,0.93,High,0.17,0
T00002299,C000172,M00193,2025-03-22 19:04:00,32588.23,INR,Debit Card,Purchase,Electronics,Desktop,Android,Chrome,India,-59.090734,-167.994996,111.91,142,19,Saturday,Yes,Yes,3,0,31792.77,51.91,0.14,High,0.16,0
T00002300,C000760,M00153,2026-03-22 06:30:00,73078.25,INR,Wallet,Purchase,Travel,Mobile,iOS,Edge,Canada,-54.758233,170.09942,332.5,58,6,Sunday,Yes,Yes,1,25,10585.84,44.84,0.32,Low,0.18,0
T00002301,C000860,M00036,2025-04-14 00:07:00,13055.73,INR,Credit Card,Refund,Electronics,POS,macOS,Chrome,India,-17.820248,108.036667,296.02,529,0,Monday,No,Yes,2,14,34694.77,60.1,0.64,Low,0.02,0
T00002302,C000475,M00103,2026-03-08 00:19:00,58591.76,INR,Credit Card,Refund,Electronics,Mobile,iOS,Chrome,USA,49.275288,95.822886,360.87,140,0,Sunday,Yes,No,4,5,41102.59,62.24,0.16,High,0.89,1
T00002303,C000715,M00126,2025-08-30 07:40:00,28965.1,INR,Debit Card,Refund,Electronics,Mobile,Android,Edge,Germany,7.636912,91.226096,18.05,554,7,Saturday,Yes,No,3,9,10314.74,69.1,0.41,Medium,0.21,0
T00002304,C000150,M00068,2026-03-30 11:08:00,51851.46,INR,Debit Card,Refund,Food,Mobile,macOS,Safari,UK,-29.316309,-94.365064,335.72,341,11,Monday,No,No,0,6,42056.25,-48.79,0.44,Low,0.09,0
T00002305,C000229,M00009,2025-10-31 12:49:00,94103.84,INR,Credit Card,Transfer,Healthcare,Desktop,iOS,Edge,UK,20.721087,-60.065227,386.19,262,12,Friday,No,No,1,8,7706.75,148.12,0.35,Medium,0.15,0
T00002306,C000523,M00157,2025-12-25 02:19:00,94666.07,INR,Wallet,Refund,Healthcare,Mobile,iOS,Chrome,Canada,48.646704,72.546435,114.25,351,2,Thursday,No,No,5,1,1697.83,146.24,0.17,Low,0.26,0
T00002307,C000891,M00112,2025-01-07 09:21:00,77001.41,INR,Wallet,Transfer,Electronics,Mobile,iOS,Firefox,India,61.923236,-3.944253,355.77,499,9,Tuesday,No,Yes,5,0,38648.7,147.58,0.52,Low,0.35,0
T00002308,C000224,M00151,2025-02-12 16:47:00,1195.02,INR,Credit Card,Purchase,Retail,POS,Android,Chrome,Canada,81.043627,114.704606,443.08,120,16,Wednesday,No,Yes,1,27,47981.59,114.01,0.53,High,0.27,0
T00002309,C000108,M00120,2025-03-18 12:26:00,50379.24,INR,Debit Card,Refund,Electronics,Desktop,Android,Chrome,Germany,-58.286856,-78.707469,69.75,368,12,Tuesday,No,No,2,29,11492.43,30.93,0.57,High,0.36,0
T00002310,C000997,M00045,2025-03-06 23:52:00,92014.18,INR,Credit Card,Refund,Food,POS,iOS,Edge,Canada,-49.178004,-157.450965,187.42,547,23,Thursday,No,No,2,9,13096.84,60.31,0.21,Medium,0.12,0
